label,value
0,-0.306473836
0,-0.197504356
0,-0.108275689
0,-0.071960439
0,0.016245862
0,0.218793352
0,0.188693608
0,0.237817865
0,0.384505581
0,0.446173065
0,0.71606499
0,0.429529972
0,0.584718713
0,0.5366586
0,0.296840311
0,0.430878688
0,0.159397052
0,-0.074575508
0,0.158177113
0,-0.175589058
0,-0.052451715
0,-0.259742806
0,-0.111830037
0,-0.246702451
0,-0.461073387
0,-0.530723527
0,-0.611800381
0,-0.544092263
0,-0.51842819
0,-0.498409121
0,-0.400064421
0,-0.295701241
0,-0.242819671
0,-0.267756109
0,-0.241324308
0,0.136453185
0,0.028600243
0,0.126112356
0,0.225666185
0,0.169246436
0,0.367937406
0,0.413974185
0,0.55242847
0,0.569845715
0,0.490769729
0,0.555124604
0,0.449731305
0,0.351985179
0,0.293877933
0,0.172276367
0,0.05806021
0,-0.026773354
0,-0.210346294
0,-0.163297546
0,-0.377097478
0,-0.269390264
0,-0.440680664
0,-0.456990268
0,-0.441008963
0,-0.435668553
0,-0.647454981
0,-0.482630134
0,-0.327716915
0,-0.523363973
0,-0.239057069
0,-0.416898139
0,-0.199795845
0,0.003863055
0,-0.068126349
0,0.092790642
0,0.130601616
0,0.518366884
0,0.432157582
0,0.518668794
0,0.46812513
0,0.464656825
0,0.328745221
0,0.43275603
0,0.339585585
0,0.439345783
0,0.391895303
0,0.337999588
0,0.182800355
0,-0.059865394
0,-0.20913486
0,-0.114675398
0,-0.242155835
0,-0.530407236
0,-0.380186627
0,-0.380487784
0,-0.484500081
0,-0.518505367
0,-0.571157489
0,-0.606593236
0,-0.335705011
0,-0.384464835
0,-0.301131783
0,-0.018069597
0,-0.02909505
0,0.0370825
0,0.111751342
0,0.343341202
0,0.449744047
0,0.446503902
0,0.473957265
0,0.252479459
0,0.502764832
0,0.486989305
0,0.499787963
0,0.556244375
0,0.141767089
0,0.296622185
0,0.304775552
0,0.144657162
0,-0.04414545
0,0.086896349
0,-0.06985797
0,-0.288452173
0,-0.246303396
0,-0.271394819
0,-0.415205542
0,-0.381883286
0,-0.482566623
0,-0.539522898
0,-0.606334692
0,-0.470532843
0,-0.396305512
0,-0.265970114
0,-0.289295863
0,-0.145600156
0,-0.194006362
0,-0.078262916
0,0.086506231
0,0.08587887
0,0.3598099
0,0.399866424
0,0.443644383
0,0.495830179
0,0.692496996
0,0.453113581
0,0.270248512
0,0.481869786
0,0.410674452
0,0.301801486
0,0.179902131
0,0.147422764
0,0.115679004
0,-0.05028167
0,0.143700207
0,-0.287392154
0,-0.357096853
0,-0.582415395
0,-0.390586365
0,-0.663580429
0,-0.544338104
0,-0.527567053
0,-0.561365437
0,-0.288052499
0,-0.316295367
0,-0.221639703
0,-0.366026998
0,-0.07848231
0,-0.047945066
0,0.077140595
0,0.200489044
0,0.100465392
0,0.235353354
0,0.439812992
0,0.150172897
0,0.613272575
0,0.545705847
0,0.495429604
0,0.512443406
0,0.358946238
0,0.38074047
0,0.463581824
0,0.407587314
0,0.460964121
0,0.090152694
0,-0.065855297
0,-0.148968558
0,-0.293145904
0,-0.285570592
0,-0.315280148
0,-0.419159034
0,-0.352305082
0,-0.51381422
0,-0.534745065
0,-0.548519488
0,-0.625203219
0,-0.572511579
0,-0.471469184
0,-0.147642309
0,-0.101815689
0,0.039951246
0,-0.133221165
0,-0.099317308
0,0.125336084
0,0.295367012
0,0.403422418
0,0.520532022
0,0.490367733
0,0.664659518
0,0.477739432
0,0.399084718
0,0.293817945
0,0.32683767
0,0.377765187
0,0.188913091
0,0.285015963
0,0.238777932
0,-0.236958691
0,-0.011139931
0,-0.415302122
0,-0.237635211
0,-0.231066334
0,-0.409249196
0,-0.589908684
0,-0.548935761
0,-0.526164545
0,-0.508617119
0,-0.48222945
0,-0.426723084
0,-0.332205386
0,-0.398642482
0,-0.215543699
0,0.054280956
0,-0.038464542
0,0.053161552
0,0.299161447
0,0.02186665
0,0.471691251
0,0.35254443
0,0.478332624
0,0.500024776
0,0.594246812
0,0.463633166
0,0.394137188
0,0.545519385
0,0.117136009
0,0.279818535
0,0.056549174
0,0.021387822
0,0.201125668
0,-0.102004704
0,-0.171834746
0,-0.455941402
0,-0.426457856
0,-0.396079066
0,-0.426463997
0,-0.428703985
0,-0.49913721
0,-0.437692219
0,-0.416561575
0,-0.598708847
0,-0.349852818
0,-0.200994876
0,-0.132353734
0,-0.133931042
0,-0.080562651
0,-0.014286031
0,0.178236315
0,0.391093104
0,0.15837298
0,0.349745633
0,0.347959521
0,0.568888392
0,0.444569037
0,0.443328874
0,0.440244809
0,0.460274131
0,0.314314491
0,-0.026829189
0,0.245672905
0,0.141449457
0,-0.021954103
0,-0.205948823
0,-0.156163705
0,-0.239861563
0,-0.400556679
0,-0.437407953
0,-0.554955417
0,-0.508251549
0,-0.655042935
0,-0.448660758
0,-0.556376615
0,-0.391924491
0,-0.494149682
0,-0.336790881
0,-0.202390657
0,-0.263615142
0,0.011514787
0,0.059630405
0,0.017106096
0,0.147460841
0,0.414065399
0,0.505290405
0,0.448748902
0,0.530868821
0,0.522384356
0,0.523354938
0,0.590538167
0,0.265034966
0,0.421199464
0,0.239584221
0,0.168915823
0,0.067320188
0,-0.037514712
0,-0.22016478
0,-0.173007796
0,-0.110690813
0,-0.359166693
0,-0.41587331
0,-0.53066967
0,-0.502140095
0,-0.453383357
0,-0.527416884
0,-0.50732017
0,-0.375408352
0,-0.445353868
0,-0.252535454
0,-0.109309536
0,0.038449693
0,-0.009038201
0,0.234304885
0,0.294782705
0,0.178163852
0,0.231759539
0,0.385238442
0,0.564833316
0,0.483163939
0,0.439934244
0,0.645616958
0,0.490630215
0,0.183675379
0,0.385269453
0,0.329789178
0,0.213902582
0,0.142516371
0,-0.006727561
0,-0.229384748
0,-0.228412117
0,-0.372346696
0,-0.446827482
0,-0.542041641
0,-0.416690857
0,-0.480603026
0,-0.544816536
0,-0.555326433
0,-0.464282077
0,-0.307815333
0,-0.553974962
0,-0.240097464
0,-0.245912914
0,-0.286003746
0,-0.194570308
0,0.006266812
0,0.213292672
0,0.31709141
0,0.259655233
0,0.517436905
0,0.604238116
0,0.530001299
0,0.440859733
0,0.602834559
0,0.537479336
0,0.502475547
0,0.287907023
0,-0.005670334
0,0.403020818
0,-0.063542679
0,-0.003576807
0,0.140529374
0,-0.158284041
0,-0.182860469
0,-0.503793048
0,-0.593501502
0,-0.515210045
0,-0.381317667
0,-0.534624945
0,-0.569856272
0,-0.442143037
0,-0.307541284
0,-0.498047411
0,-0.398839416
0,-0.270208642
0,0.011918676
0,0.023482153
0,0.310760502
0,0.284986289
0,0.274275599
0,0.480061174
0,0.436884507
0,0.391447631
0,0.558390125
0,0.430367335
0,0.46135293
0,0.594718036
0,0.405606658
0,0.273239252
0,0.231351347
0,0.293520775
0,0.042291094
0,-0.038687085
0,-0.148574435
0,-0.172949167
0,-0.316334093
0,-0.513736995
0,-0.5044529
0,-0.55521867
0,-0.366060702
0,-0.418732596
0,-0.431666702
0,-0.512475598
0,-0.49731396
0,-0.404305151
0,-0.382973127
0,0.058378323
0,-0.322077326
0,0.056400854
0,-0.030910069
0,0.180907367
0,0.178984922
0,0.235790494
0,0.301715176
0,0.637438382
0,0.477093798
0,0.423429781
0,0.545971337
0,0.462974698
0,0.487738182
0,0.171127725
0,0.308145507
0,0.2686112
0,-0.068614668
0,0.044819528
0,0.072072996
0,-0.192827487
0,-0.195644523
0,-0.286496346
0,-0.486485376
0,-0.457963093
0,-0.647092111
0,-0.545130304
0,-0.463823843
0,-0.389629717
0,-0.413273594
0,-0.281555018
0,-0.388075738
0,-0.201511444
0,-0.095617223
0,0.184959125
0,0.076128495
0,0.141440052
0,0.279920239
0,0.261642046
0,0.435010191
0,0.425434245
0,0.311259885
0,0.494141345
0,0.458638331
0,0.298697436
0,0.409021391
0,0.502488987
0,0.329915491
0,0.252534435
0,-0.036604512
0,0.047689837
0,-0.082700203
0,-0.138437192
0,-0.235522254
0,-0.489531463
0,-0.419874887
0,-0.537726852
0,-0.49540105
0,-0.589740093
0,-0.359145603
0,-0.547837005
0,-0.505629022
0,-0.34609475
0,-0.385495023
0,-0.233808046
0,-0.180541621
0,0.141117206
0,0.176125544
0,0.185594764
0,0.238663411
0,0.447645152
0,0.456255214
0,0.511745007
0,0.487773416
0,0.331176997
0,0.479146042
0,0.408690774
0,0.480240333
0,0.454737634
0,0.211990012
0,0.23818024
0,0.271133061
0,-0.066771272
0,0.070647013
0,-0.276600301
0,-0.275489141
0,-0.354667952
0,-0.414584916
0,-0.54570757
0,-0.549510951
0,-0.566772029
0,-0.457696381
0,-0.428936255
0,-0.193140373
0,-0.21645449
0,-0.328769441
0,-0.158854755
0,0.002166637
0,0.003060182
0,0.090581003
0,0.19649921
0,0.364512779
0,0.268721338
0,0.383167859
0,0.508983081
0,0.521537347
0,0.523958276
0,0.453412524
0,0.559193345
0,0.629121631
0,0.39419494
0,0.258467446
0,0.266915745
0,0.043631897
0,-0.074969034
0,-0.094264286
0,-0.449621379
0,-0.393180153
0,-0.388349576
0,-0.551073692
0,-0.565204076
0,-0.534067474
0,-0.664296529
0,-0.53099982
0,-0.515466783
0,-0.413194285
0,-0.238134988
0,-0.260534675
0,-0.189235514
0,-0.087599715
0,0.022739278
0,-0.004128704
0,0.179864184
0,0.308660241
0,0.216477392
0,0.502300098
0,0.57007737
0,0.427255041
0,0.475866221
0,0.402573606
0,0.531877815
0,0.309612577
0,0.33130569
0,0.191893126
0,0.196437144
0,-0.081877766
0,0.132646164
0,-0.194005803
0,-0.185352248
0,-0.299037421
0,-0.429764842
0,-0.50451282
0,-0.368299912
0,-0.5429567
0,-0.472882982
0,-0.570542329
0,-0.526657909
0,-0.368510091
0,-0.260512541
0,-0.295316757
0,-0.333533703
0,0.102250447
0,-0.085654931
0,-0.056613579
0,0.450784175
0,0.237381887
0,0.207380122
0,0.347390829
0,0.498694256
0,0.509423796
0,0.41482708
0,0.672665
0,0.409781798
0,0.297266147
0,0.44962273
0,0.410691401
0,0.109592406
0,-0.042589568
0,0.103043827
0,-0.302277522
0,-0.314003882
0,-0.181040502
0,-0.359088645
0,-0.442128541
0,-0.426658106
0,-0.505670083
0,-0.629868672
0,-0.362785106
0,-0.329438361
0,-0.39520155
0,-0.349039989
0,-0.043822636
0,-0.218985001
0,-0.123502859
0,0.036448125
0,0.244677357
0,0.350618792
0,0.251927853
0,0.384386515
0,0.277926459
0,0.430742155
0,0.406363601
0,0.399316825
0,0.658550312
0,0.3827111
0,0.362574215
0,0.390138269
0,0.407567643
0,0.239453229
0,0.373480672
0,-0.007466798
0,-0.071673517
0,-0.163781649
0,-0.134280178
0,-0.302829495
0,-0.427357776
0,-0.556688626
0,-0.465948295
0,-0.359865517
0,-0.53143082
0,-0.409045404
0,-0.391120027
0,-0.267201425
0,-0.358260491
0,0.043322987
0,-0.225461272
0,-0.036555109
0,0.191354415
0,0.221015033
0,0.360783732
0,0.303943157
0,0.408254308
0,0.463162965
0,0.647318602
0,0.569042902
0,0.570059851
0,0.396147157
0,0.51262307
0,0.376111557
0,0.416699648
0,0.392747732
0,0.066868583
0,-0.040630313
0,-0.18394966
0,-0.205699667
0,-0.315987661
0,-0.317602951
0,-0.430191488
0,-0.498099694
0,-0.383934127
0,-0.593788023
0,-0.447081845
0,-0.502533939
0,-0.343297956
0,-0.215027236
0,-0.308094942
0,-0.147238425
0,-0.079665874
0,-0.07994224
0,0.121623912
0,0.220253767
0,0.319072199
0,0.333713501
0,0.425154036
0,0.347178672
0,0.454581233
0,0.555596268
0,0.579640029
0,0.419708284
0,0.426206209
0,0.376358723
0,0.297933111
0,0.245419075
0,-0.084262602
0,-0.004932407
0,-0.073641801
0,-0.291374751
0,-0.110386546
0,-0.337397464
0,-0.259394332
0,-0.540992068
0,-0.581122652
0,-0.477574778
0,-0.658261476
0,-0.440443207
0,-0.406012883
0,-0.251986862
0,-0.207680982
0,-0.233089451
0,-0.207294826
0,0.171230522
0,0.018333659
0,0.08678926
0,0.169299511
0,0.465283922
0,0.363844786
0,0.38656932
0,0.504161623
0,0.479305529
0,0.422583094
0,0.537338913
0,0.522266355
0,0.452085141
0,0.354477083
0,0.231604269
0,-0.080043639
0,0.166925081
0,-0.06734624
0,-0.130526073
0,-0.166288884
0,-0.21021814
0,-0.373895005
0,-0.41838515
0,-0.550315068
0,-0.496691025
0,-0.575808766
0,-0.533933819
0,-0.505092246
0,-0.36915578
0,-0.172875798
0,0.125755761
0,-0.078595197
0,-0.134841309
0,0.224043494
0,0.161263329
0,0.211724257
0,0.374538338
0,0.291672346
0,0.484186083
0,0.481555088
0,0.509837791
0,0.528534266
0,0.468688992
0,0.417368615
0,0.381984842
0,0.319325179
0,0.08819347
0,-0.045453965
0,-0.006163805
0,-0.24081871
0,-0.182588569
0,-0.183910429
0,-0.292842223
0,-0.520551847
0,-0.547966011
0,-0.457562511
0,-0.540129781
0,-0.52205817
0,-0.402249118
0,-0.514463475
0,-0.393676862
0,-0.357793364
0,-0.295654666
0,-0.18325298
0,0.067746217
0,0.1027272
0,0.103425653
0,0.254674956
0,0.18967266
0,0.342403525
0,0.67689722
0,0.481368255
0,0.573165893
0,0.483843803
0,0.49675669
0,0.482060615
0,0.243091731
0,0.274691491
0,0.349228236
0,0.017995106
0,-0.056643985
0,-0.128314289
0,-0.164439309
0,-0.22529333
0,-0.226812225
0,-0.365784983
0,-0.468145079
0,-0.364475927
0,-0.429588898
0,-0.639960592
0,-0.209302942
0,-0.238742667
0,-0.370374813
0,-0.239994106
0,-0.058905841
0,-0.11476524
0,0.073035179
0,0.208003008
0,0.089859125
0,0.217551931
0,0.44569423
0,0.461816254
0,0.554319422
0,0.477135839
0,0.471099479
0,0.290528693
0,0.347339724
0,0.420441416
0,0.436009113
0,0.330902953
0,0.178517519
0,0.070368004
0,0.021717963
0,-0.089724043
0,-0.050887165
0,-0.263141039
0,-0.501677987
0,-0.54299062
0,-0.310063833
0,-0.607508686
0,-0.423550255
0,-0.517229914
0,-0.478915596
0,-0.429148084
0,-0.231414895
0,-0.297069299
0,-0.194673644
0,-0.250625511
0,0.020669051
0,0.150649412
0,0.215256274
0,0.417574743
0,0.359070526
0,0.445632552
0,0.626790167
0,0.335391221
0,0.454417465
0,0.633008515
0,0.555552681
0,0.483572816
0,0.436818465
0,0.310491737
0,0.354501459
0,0.135321078
0,0.023986711
0,-0.081649294
0,-0.172055321
0,-0.393486845
0,-0.276486085
0,-0.42877878
0,-0.279748256
0,-0.497957687
0,-0.457908172
0,-0.465732422
0,-0.52449547
0,-0.316521123
0,-0.163047027
0,-0.279262838
0,-0.221389595
0,-0.133048034
0,-0.189236189
0,0.079763847
0,0.216441528
0,0.383260909
0,0.449558165
0,0.374084898
0,0.434257467
0,0.602783171
0,0.48265361
0,0.439389686
0,0.601191611
0,0.519493373
0,0.35543257
0,0.218407372
0,-0.009846316
0,0.156515522
0,-0.089636972
0,-0.293818362
0,-0.032859663
0,-0.212988337
0,-0.46745421
0,-0.537174944
0,-0.374843588
0,-0.578189702
0,-0.370385013
0,-0.428746709
0,-0.408280114
0,-0.375265261
0,-0.334408303
0,-0.189733997
0,-0.236749752
0,-0.088949964
0,0.075194659
0,0.153844133
0,0.071843036
0,0.22774415
0,0.378833741
0,0.374933335
0,0.639405622
0,0.451077321
0,0.483778155
0,0.567335658
0,0.494993041
0,0.40120736
0,0.277904038
0,0.307936522
0,0.29525136
0,0.145454683
0,-0.077818352
0,0.076132335
0,-0.335999505
0,-0.436053681
0,-0.257497668
0,-0.393150758
0,-0.516889621
0,-0.600249713
0,-0.267920016
0,-0.478683553
0,-0.408519649
0,-0.383946296
0,-0.310072595
0,-0.22377567
0,-0.118099315
0,-0.135067401
0,-0.029164199
0,-0.07655712
0,0.113311276
0,0.304896396
0,0.458055728
0,0.475638759
0,0.427870532
0,0.364075349
0,0.222264085
0,0.605566038
0,0.403016868
0,0.370888306
0,0.366710787
0,0.137229112
0,0.156363498
0,0.299892356
0,0.050538694
0,-0.061620245
0,-0.349591164
0,-0.053424927
0,-0.495832881
0,-0.223502331
0,-0.673445368
0,-0.349856096
0,-0.338194573
0,-0.572833552
0,-0.419681729
0,-0.360986749
0,-0.434932839
0,-0.422696878
0,-0.32311345
0,-0.043444339
0,-0.00851156
0,0.041115058
0,0.288018517
0,0.328591907
0,0.278007118
0,0.295614654
0,0.51426594
0,0.436634303
0,0.509920486
0,0.648022537
0,0.51217259
0,0.329508106
0,0.36961951
0,0.182520621
0,0.352193932
0,0.041387286
0,0.020727075
0,-0.066771904
0,-0.175416669
0,-0.473640012
0,-0.498195497
0,-0.460969834
0,-0.429996583
0,-0.504170562
0,-0.595714747
0,-0.625235072
0,-0.502095521
0,-0.462582411
0,-0.302269745
0,-0.310416963
0,-0.131070951
0,-0.157010138
0,-0.025595767
0,0.062740523
0,0.113105019
0,0.340296982
0,0.272193791
0,0.363570655
0,0.454627802
0,0.360654675
0,0.467506504
0,0.419262004
0,0.423124347
0,0.409742006
0,0.273562028
0,0.255777539
0,0.322208591
0,0.094965305
0,0.114526217
0,-0.062895717
0,-0.113925655
0,-0.355231013
0,-0.343062674
0,-0.402343514
0,-0.52320234
0,-0.572675473
0,-0.649026539
0,-0.340778677
0,-0.559180055
0,-0.281112699
0,-0.400302708
0,-0.364034446
0,-0.129089802
0,-0.160664355
0,0.056845892
0,0.064263985
0,0.239384166
0,0.18096651
0,0.436688496
0,0.464532074
0,0.369974697
0,0.754686212
0,0.554012303
0,0.719439347
0,0.621966548
0,0.396851328
0,0.312326215
0,0.237439198
0,0.008338861
0,0.027961649
0,0.024676602
0,0.055050595
0,-0.268618904
0,-0.189579457
0,-0.478812725
0,-0.474366809
0,-0.507703826
0,-0.453211532
0,-0.454269035
0,-0.394158466
0,-0.38485607
0,-0.391417985
0,-0.314516896
0,-0.118932047
0,-0.242434334
0,-0.020072329
0,-0.180814393
0,0.138678585
0,0.143016762
0,0.278042235
0,0.457562015
0,0.432199187
0,0.55045852
0,0.637769122
0,0.538909397
0,0.607496747
0,0.429283668
0,0.414913818
0,0.301291449
0,0.382082876
0,0.232750852
0,0.046821715
0,0.015466883
0,0.006611678
0,-0.195268515
0,-0.372678398
0,-0.340362215
0,-0.613791365
0,-0.385062702
0,-0.532525399
0,-0.546931074
0,-0.402823072
0,-0.598456054
0,-0.221024942
0,-0.401577595
0,-0.330110211
0,-0.089219242
0,-0.026675634
0,0.245122972
0,0.076424563
0,0.179301052
0,0.129853519
0,0.320343163
0,0.343591677
0,0.417063065
0,0.315973865
0,0.666060756
0,0.348732292
0,0.181719486
0,0.296892364
0,0.293169435
0,0.16282971
0,0.30117207
0,0.083761243
0,0.00253856
0,-0.036505985
0,-0.162740463
0,-0.179928387
0,-0.464501146
0,-0.470486616
0,-0.395343052
0,-0.743848086
0,-0.637518448
0,-0.440293417
0,-0.50996467
0,-0.322124051
0,-0.272635361
0,-0.397594405
0,-0.150676007
0,0.022624625
0,0.01474344
0,-0.000201327
0,0.27928071
0,0.341327569
0,0.407814469
0,0.487328695
0,0.16247848
0,0.578486396
0,0.680813181
0,0.534056488
0,0.481212666
0,0.485378673
0,0.387375938
0,0.342963243
0,0.191488816
0,0.020874676
0,-0.100432271
0,-0.197364334
0,-0.328645971
0,-0.384559318
0,-0.177426778
0,-0.34032524
0,-0.524442505
0,-0.52943191
0,-0.488744247
0,-0.555947143
0,-0.455188081
0,-0.337974392
0,-0.357127664
0,-0.244183542
0,-0.102692562
0,-0.124758337
0,0.02847906
0,0.066607402
0,0.188488829
0,0.24531209
0,0.300666405
0,0.433105991
0,0.518594298
0,0.505023085
0,0.549872696
0,0.416599462
0,0.341566247
0,0.457439156
0,0.42234153
0,0.282770843
0,0.326145294
0,0.188315041
0,0.268057084
0,-0.117626012
0,-0.291226596
0,-0.351798796
0,-0.410103171
0,-0.368131668
0,-0.677746623
0,-0.358537538
0,-0.523929659
0,-0.515071996
0,-0.569874083
0,-0.427157361
0,-0.352229414
0,-0.289979609
0,-0.157435791
0,-0.156508365
0,-0.089581576
0,0.152377974
0,0.201208462
0,0.297503222
0,0.459456116
0,0.313478367
0,0.376415721
0,0.616114605
0,0.351711664
0,0.359451426
0,0.543725949
0,0.439554825
0,0.364076604
0,0.268619176
0,0.194468471
0,0.08833395
0,0.13554427
0,-0.137359974
0,-0.20747907
0,-0.098340236
0,-0.35080242
0,-0.192533167
0,-0.472437736
0,-0.353651142
0,-0.665534404
0,-0.475028194
0,-0.620387123
0,-0.331289375
0,-0.474840172
0,-0.249408161
0,-0.219561304
0,-0.21336548
0,-0.161935998
0,0.046441115
0,0.365404661
0,0.248436611
0,0.445275545
0,0.410030519
0,0.549612444
0,0.307701502
0,0.459681169
0,0.585333193
0,0.445614271
0,0.407089278
0,0.310507199
0,0.392723055
0,0.221093152
0,0.101947389
0,0.064305455
0,-0.038722668
0,-0.170083012
0,-0.123081967
0,-0.359582144
0,-0.387926701
0,-0.526235022
0,-0.475381118
0,-0.341223848
0,-0.5547184
0,-0.575299049
0,-0.316058842
0,-0.368430006
0,-0.268184696
0,-0.195853047
0,-0.089632989
0,0.085053068
0,0.013632742
0,0.090164308
0,0.28628193
0,0.192909422
0,0.278429453
0,0.648608081
0,0.566139473
0,0.498994353
0,0.614193334
0,0.357879843
0,0.384174494
0,0.415898752
0,0.366852285
0,0.242633401
0,-0.15657872
0,-0.096808212
0,-0.049838352
0,-0.226936865
0,-0.023761954
0,-0.26089756
0,-0.359926618
0,-0.573634722
0,-0.493922314
0,-0.475879604
0,-0.377614277
0,-0.373826657
0,-0.312435887
0,-0.445944592
0,-0.136569947
0,-0.329384791
0,-0.151136617
0,0.043077113
0,0.082556002
0,0.09073803
0,0.195630134
0,0.198727958
0,0.46893227
0,0.587996651
0,0.48035329
0,0.459965118
0,0.343160347
0,0.553259959
0,0.636865239
0,0.17380781
0,0.171441823
0,0.123382412
0,0.04111337
0,0.022734595
0,0.063879794
0,-0.090481987
0,-0.225025378
0,-0.425946261
0,-0.52769763
0,-0.541617297
0,-0.33558596
0,-0.50617433
0,-0.535076266
0,-0.480315339
0,-0.333272984
0,-0.484838358
0,-0.136297703
0,-0.17569409
0,-0.119179559
0,0.044284611
0,0.119384868
0,0.156922071
0,0.252514049
0,0.266667136
0,0.481373881
0,0.408740385
0,0.394766798
0,0.516586352
0,0.623306768
0,0.457105304
0,0.35492468
0,0.393942993
0,0.471456363
